Filename,Original,Translate,Translate_GPT_1
fiore_63.csv,"Là ’v’ella dé passar, netta ’l camino.","dove deve camminare, spazzola via il sentiero.","dove deve procedere, spazzare via il tracciato."
fiore_64.csv,A sua maniera ti mantien tuttora:,A sua maniera tuttora ti mantiene,In modo peculiare ancora ti conserva
fiore_64.csv,"Che s’ella ride, ridi, o balla,   balla,","se lei ride, tu ridi, o se lei balla, tu balli;","Se lei esulta, tu festeggia, o se lei danza, tu scatenati."
fiore_64.csv,"O s’ella piangie, pensa   a consolalla,","e se piange, pensa e consolala,","e se versa lacrime, rifletti e rassicurala."
fiore_64.csv,Ma fa che pianghe tu sanza dimora.,ma assicurati di piangere senza indugio.,assicurati di piangere senza ritardo.
fiore_64.csv,"E se con altre done fosse ancora,",e se con altre donne ancora fosse,e se con altre dame ancora fosse
fiore_64.csv,"Che giocasero al gioco della palla,",che giocassero al gioco della palla,che si divertissero con il gioco della pallina
fiore_64.csv,"S’andasse lungi, corri ad aportalla.","dovrebbe andare lontano, coori riportarlo a lei:","dovrebbe allontanarsi, ma riavvicinarlo a lei"
fiore_64.csv,A•lle’ servir tuttor pensa   e lavora.,Pensa sempre di servirla e lavora, sodoRiflette sempre su come renderle servizio e lavora con impegno.
fiore_64.csv,"E se vien alcun’ or   ch’ella ti tenza,",E se arriva il momento in cui litiga con te...,Se giunge il periodo in cui litiga con te...
fiore_64.csv,"Ch’ella ti crucci sì, che•ttu le dài,","o quando ti arrabbia così tanto che la colpisci,",o quando ti infuria così tanto che la colpisci
fiore_64.csv,"Imantenente torna ad ubidenza,","ritorna subito ad obbedirle,",torna immediatamente a ubbidirle.
fiore_64.csv,"E giurale che ma’ più no ’l farai,",e giurale che non lo farai mai più;,Promettigli che non commetterai più lo stesso errore.
fiore_64.csv,Di quel ch’ài   fatto farai   penitenza:,Farai penitenza per quello che hai fatto.,Risponderai per le tue azioni.
fiore_64.csv,"Prendila e falle il fatto, che•tti sai.",Prendetela e fatele quello che fate meglio!,Prendetela e svolgete quello che sapete fare meglio!
fiore_65.csv,"Sovr’ognie cosa pensa di lusinghe,","Pensa a tutte le lusinghe,", che hai ricevutoPensa a tutti i complimenti che hai ricevuto.
fiore_65.csv,"Lodando sua maniera, e sua fazone,","lodando le sue buone maniere e il suo aspetto,"," la sua bellezza fu apprezzataelogiando la sua gentilezza e il suo fascino, la sua avvenenza fu riconosciuta."
fiore_65.csv,"E che di senno passa Salamone,",e come passa Salomone con sapienza;,e come Salomone procede con saggezza.
fiore_65.csv,Con questi motti vo’ che•lla dipinghe.,con queste parole voglio che tu la descriva.,Con queste parole desidero che tu la esplichi.
fiore_65.csv,Ma guarda non s’avega che•tti’nfinghe,"Ma guarda che non sapeva che stai fingendo,",Ma guarda che non era a conoscenza che stavi simulando.
fiore_65.csv,Ché non v’andresti mai a prociessione:,"perché non ci andresti mai in processione,",perché non ti uniresti mai alla sfilata?
fiore_65.csv,Non ti varebe lo star ginochione.,e non ti servirebbe stare in ginocchio.,e non ti gioverebbe inginocchiarsi.
fiore_65.csv,"Però quel lusinghar fa che tu ’l tinghe,","Ma quel lusingare fa in modo che tu lo tinga,",Ma quel adulare induce te a tenerlo in grande stima.
fiore_65.csv,"Chéd e’ n’è ben alcuna sì viziata,",perchè c'è ben alcuna cosi viziata,perchè c'è ben alcuna così corrotta
fiore_65.csv,Che non crede giamai ta’ favolelle,"che non crede mai a tali storie,",che non crede mai a tali narrazioni
fiore_65.csv,Per c’altra volta n’è stata   beffata;,perché una volta era stata beffata,poiché era stata presa in giro un tempo
fiore_65.csv,"Ma queste giovanette damigielle,",Ma queste giovani damigelle,Ma queste giovani fanciulle
fiore_65.csv,"Chu’ la lor terra non n’è stata   arata,",che la loro terra non è stata arata,che la loro terra non è stata coltivata
fiore_65.csv,Ti crederanno ben cota’ novelle!,ti crderanno bene a queste novelle,ti accoglieranno favorevolmente con questi cambiamenti
fiore_66.csv,"Se•ttu ài altra amica procacciata,",se tu hai un altra amica procurata,se tu hai un'altra amica procurati
fiore_66.csv,"O ver che•ttu la guardi a procaciare,","O che tu la guardi per procurartela,"," o che tu la voglia comprareO che tu la osservi per acquisirla, o che tu desideri acquistarla"
fiore_66.csv,E sì non vuo’ per ciò abandonare,e non si vuole per questo abbandonare, la speranzae non si vuole rinunciare all'aspettativa
fiore_66.csv,"La prima, chu’ à’ lungho tenpo amata,",la prima che a lungo tempo amata,La prima che fu a lungo cara.
fiore_66.csv,"Se•ttu a la novella à’ gioia donata,",se tu hai donato gioa alla novella, coppiase tu hai reso felice la giovane coppia
fiore_66.csv,Sì dì ch’ella la guardi di recare,dille che la guardi per riportare, l'armoniadille che la guardi per ristabilire l'equilibrio
fiore_66.csv,"In luogo, ove la prima ravisare",in un luogo dove la prima ravvisare,in un luogo dove la prima percepire
fiore_66.csv,"No•lla potesse, ché seria ’smenbrata.","Non potrebbe farlo, perché sarebbe distrutta.","Non potrebbe farlo, perché sarebbe devastata."
fiore_66.csv,"O s’ella ancor ne fosse in sospezone,",o se ancora fosse sospetta,o se fosse ancora dubbiosa
fiore_66.csv,"Fa saramenta ch’ella t’aggia torto,",fai serenamente che essa abbia torto,fai pacificamente che essa abbia sbagliato
fiore_66.csv,C’unque ver’ lei non fosti in mesprigione;,chiunque verso di lei non fosse in disprezzo,chiunque nei suoi confronti non mostrasse disdegno
fiore_66.csv,"E s’ella il pruova, convien che sie acorto","e se lei li prova, conviene che sia attento","e se lei li esegue, conviene che sia vigile"
fiore_66.csv,"A dir, che forza fu, e tradigione:","a dire, che forza fu, e tradimento","a narrar, quale vigore e astuzia furono usati, e infedeltà."
fiore_66.csv,Allor la prendi e sì•lle innaffia l’orto.,allora la prendi e lei innaffiare l'orto.,allora prendila e annaffiala nell'orto.
fiore_67.csv,"E se•ttua donna cade in malatia,",e se la tua donna cade in malattia,e se la tua consorte cade ammalata
fiore_67.csv,"Sì pensa che•lla faccie ben servire,","assicurarsi che lei abbia servito bene,",garantire che lei abbia prestato bene.
fiore_67.csv,Né•ttu da•llei giamai non ti partire.,e tu non ti allontanerai mai da lei.,e tu non ti separerai mai da lei.
fiore_67.csv,"Dàlle vivanda, c’a piacier le sia,","dalle del cibo, che le piaccia","fornisci del vitto, che le piaccia"
fiore_67.csv,"E po’ sì•lle dirai: “Anima mia,","e poi le dirai: ""Anima mia,"," sei la luce della mia vita""e poi le dirai: ""Anima cara, tu sei il fulgore della mia esistenza""."
fiore_67.csv,Istanotte ti tenni in mio dormire,ieri notte nel mio sogno ti ho tenuto, strettoieri notte nel mio sogno ti ho abbracciato con forza
fiore_67.csv,"Intra.lle braccia sana, al me’ disire:","tra le mie braccia sana, al mio desiderio:","tra le mie braccia salutari, al mio anelito."
fiore_67.csv,"Molto mi fecie Idio gran cortesia,","Dio mi fece una gran cortesia,",Dio mi mostrò una grande gentilezza.
fiore_67.csv,Che mi mostrò sì dolze avisione”.,che mi mostrò visione così dolce.,che mi diede una prospettiva così tenera.
fiore_67.csv,"Po’ dica, ch’ella l’oda, come sagio,","Poi dica, che lei lo ascolti, come un saggio,","Poi affermi, che lei lo ascolti, come un sapiente."
fiore_67.csv,"Che per lei fara’ far gran prociessione,",che per lei farà una gran processione,che per lei farà una grande sfilata
fiore_67.csv,"O•ttu n’andra’ in lontan pellegrinagio,","o che tu vada in un lungo pellegrinaggio,"," o che tu rimanga a casaindipendentemente da se partire in un viaggio prolungato, o rimanere nella tua abitazione"
fiore_67.csv,Se Giesocristo le dà guerigione.,se Gesù Cristo la guarisce.,Se Gesù Cristo la risana.
fiore_67.csv,"Così avrai il su’ amor, e ’l su’ coragio».","Così, avrai il suo amore e il suo coraggio","In tal modo, otterrai il suo affetto e la sua intrepidezza."
fiore_68.csv,"Quand’ebi inteso Amico, che leale","Quando ebbi inteso Amico, che fedele"," mi era statoQuando ascoltai Amico, che mi era stato leale"
fiore_68.csv,"Consiglio mi dava, a su’ podere,","mi dava consiglio, a suo potere","mi dispensava consigli, al meglio delle sue capacità."
fiore_68.csv,"I’ sì•lli dissi: «Amico, il mi’ volere","Gli ho detto: Amico, il mio volere"," è la tua leggeGli ho detto: Compagno, il mio desiderare è la tua regola."
fiore_68.csv,"Non fu unquanche d’esser disleale,",non doveva mai essere sleale.,non doveva mai essere infedele.
fiore_68.csv,"Né piaccia a Dio, ch’i’ sia condotto a tale,",Non piaccia a Dio che io sia condotto a tale, fineNon sia mai che io venga indotto a questo scopo.
fiore_68.csv,"Ch’i’ a le gienti mostri benvolere,",che io dimostro gentilezza alle persone,che io manifesto cortesia alle persone
fiore_68.csv,"E servali del corpo, e dell’avere,",e servi del corpo e dell'avere,e servitori del corpo e del possesso
fiore_68.csv,Ched i’ pensase poi di far lor male.,E poi avrei pensato di far loro del male.,In seguito avrei considerato di arrecargli danno.
fiore_68.csv,Ma sòffera ch’i’ avante disfidi,Ma prima di tutto lasciatemi sfidare,"Prima di tutto, consentitemi di sfidare"
fiore_68.csv,"E Mala-Bocca, e tutta sua masnada,","Malabocia e tutta la sua banda,"," si sono dileguatiMalabocia e i suoi compagni, sono svaniti"
fiore_68.csv,"Sì che neuno in me giamai si fidi,",che nessuno in me giammai si fidi,che nessuno in me mai si affidi
fiore_68.csv,Po’ penserò di metterli a la spada».,poi penserò di metterli alla spada,poi penserò di sfidarli con la spada
fiore_68.csv,"Que’ mi rispuose: «Amico, mal ti guidi:","che mi rispose: ""Amico, ma ti sbagli:","che mi rispose: ""Compagno, ma ti sbagli:"
fiore_68.csv,Cotesta sì nonn-è la dritta strada.,questa non è la strada giusta.,Questo non è il percorso appropriato.
fiore_69.csv,"A te sì non convien far disfidaglia,","a te non con conviene fare questa sfida,",a te non è consigliabile affrontare questa prova
fiore_69.csv,Se•ttu vuo’ ben civir di questa guerra.,Se vuoi porre fine bene a questa guerra.,Se desideri concludere giustamente questa contesa.
fiore_69.csv,"Lasciala far a’ gran’ signior’ di terra,",lasciala fare ai gran padroni della terra,lasciala fare ai supremi signori della terra
fiore_69.csv,Che posson soferir oste e battaglia.,che possono permettersi l'esercito e le battaglie!,Che si danno il lusso dell'esercito e delle schermaglie!
fiore_69.csv,"Mala-Bocca, che così ti travaglia,","Malabocia, che cosi ti tormenta,"," è una cosa che non duraMaledizione, che così ti angustia, è una situazione che non persiste."
fiore_69.csv,È traditor: chi ’l tradiscie non erra.,è un traditore: chi lo tradisce non sbaglia;,È un infedele: chi lo diserta non commette alcun errore.
fiore_69.csv,"Chi con falsi senbianti no•ll’aferra,","chi non lo cattura con false apparenze,"," lo conquista con le buone azionichi non lo seduce con inganno, lo vince con i gesti benevoli"
fiore_69.csv,Il su’ buon giocho mette a ripentaglia.,mette a rischio il suo buon gioco.,Pone a repentaglio il suo successo.
fiore_69.csv,"Se•ttu lo sfidi, o batti, e’ griderà,","Se lo sfidate o lo colpite, urlerà,","Se lo sfidate o lo aggredite, strillerà."
fiore_69.csv,Chéd egli è di natura di mastino:,perchè egli è di natura mastino,poiché lui è di natura canina
fiore_69.csv,"Chi più ’l minaccia, più gli abaierà.","chi più lo minaccia, più gli abbaierà"," controchi più lo minaccia, più gli ruggirà contro"
fiore_69.csv,"Chi Mala-Bocca vuol metter al chino,",Chiunque voglia conquistare Malabocia, deve affrontare una grande sfidaChiunque ambisca a vincere Malabocia deve fronteggiare un'enorme prova.
fiore_69.csv,"Sed egli è sagio, egli•lusingherà:","lo lusingerà, se è saggio,","lo adulerà, se è avveduto."
fiore_69.csv,Ché cierto sie quell’è ’l dritto camino».,che sia certo che è la strada giusta.,che sia indubitabile che è la via appropriata.
fiore_70.csv,"«Po’ mi convien ovrar di tradigione,","""Poi mi conviene operare di tradizione,"," se voglio che la cosa sia fatta""Allora, procedere secondo l'usanza è necessario se desidero che il compito sia eseguito."
fiore_70.csv,"E a•tte pare, Amico, ch’i’ la faccia,","E a te sembra, Amico, che io la faccia,"," la mia parte?Ti appare, Compagno, che io svolga il mio dovere?"
fiore_70.csv,"I’ la farò,   come ch’ella mi spiaccia,","Lo farò, come che non mi piaccia","Lo farò, nonostante la mia avversione."
fiore_70.csv,Per venir al di su di quel cagnione.,Per venire al di sopra di quel cane,Per prevalere su quel cane
fiore_70.csv,"Ma sì•tti priego, gientil conpagnione,","Ma ti prego, gentile compagno,"," di ritornareTi supplico, amico mio, di tornare"
fiore_70.csv,"Se•ssai alcuna via, che•ssia più avaccia,","se c'è qualche via, che sia più veloce",Se c'è un percorso più rapido
fiore_70.csv,"Per Malabocca e suo’ metter in caccia,",per cacciare Malabocia e i suoi, seguaciper espeller Malabocia e i suoi accoliti
fiore_70.csv,"E trar Bellacoglienza di pregione,",E liberare Bellaccoglienza di prigione,Emancipare Bellaccoglienza da detenzione
fiore_70.csv,"Che•ttu sì•lla mi insegni, ed i’ v’andrò,",Che tu me lo insegni e io ci andrò,Che tu me lo mostri e io ci recherò
fiore_70.csv,"E menerò   comeco tal aiuto,",e porterò un tale aiuto iniziale,e fornirò un tale sostegno iniziale
fiore_70.csv,Ched i’ quella forteza abatterò».,perchè quella fortezza abbetterò,Perchè quella fortificazione crollerà
fiore_70.csv,"«E’ nonn-à guari ch’i’ ne son venuto»,","""Non è molto che sono venuto da lì"",",Non da molto tempo sono giunto da quel luogo.
fiore_70.csv,"Rispuose Amico, «ma ’l ver ti dirò,","rispose l'Amico, ma io ti dirò la verità,","replicò l'amico, nondimeno io ti esprimerò la realtà."
fiore_70.csv,"Che•ss’i’ v’andai, i’ me ne son pentuto.","che se ci andai, me ne sono pentito","che se viaggiai, mi rimpiango"
fiore_71.csv,"S’uom apella il camin Troppo-Donare,",Se un uomo chiama il camino Troppo-Donare,Se un uomo nomina il focolare generosamente-regalare.
fiore_71.csv,"E’ fu fondato per Folle-Largheza,",è stato construito per Folle-Largheza,È stato edificato per Spregiudicatezza.
fiore_71.csv,"L’entrata guarda madonna Richeza,",l'antrata guarda madonna Ricchezza,L'ingresso sbircia signora Abbondanza.
fiore_71.csv,"Che non i lascia nessun huon passare,",Che non lascia nessun uomo passare,Che non permette a nessun uomo di attraversare.
fiore_71.csv,"S’e’ nonn-è su’ parente, o su’ conpare,","Se non è suo parente, o suo compare",", non è benvenutoSe non è un suo prossimo, o un suo compagno, non è accolto con favore."
fiore_71.csv,"Già tanto nonn-avrebe in sé belleza,","Non importa quanta bellezza possa avere,"," non è una ragione sufficienteNon importa quanto possa essere attraente, non è motivazione adeguata."
fiore_71.csv,"Cortesia, né saver, né gientileza,","Cortesia, né conoscenza, né gentilezza","Civiltà, né sapere, né amabilità"
fiore_71.csv,Ched ella gli degniasse pur parlare.,che lei gli degnasse solo di parlare,che lei lo acconsentisse a solo parlare
fiore_71.csv,"Se puo’ per quel camin trovar   passagio,",se può quel cammino trovare un passaggio,se può quel percorso trovare un varco
